forecaster,dataset,configuration,coverage,horizon_hours,window,window_order,strategy,selected_policy,loss
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,Month-wise oracle,rolling_user_norm,0.0283356136617006
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,CSGR,rolling_user_norm,0.0222490609981392
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,Mean-fold minimum,rolling_user_norm,0.0222490609981392
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,Latest-fold minimum,rolling_user_norm,0.0222490609981392
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,Previous-window winner,rolling_user_norm,0.0222490609981392
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,Follow-the-leader,rolling_user_norm,0.0222490609981392
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,Global-CQR,rolling_global_norm,0.0375651737667428
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,Segment-CQR,rolling_group_norm,0.0294288022636549
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,User-CQR,rolling_user_norm,0.0222490609981392
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,Ex-post best fixed,rolling_user_norm,0.0222490609981392
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-12,5,Month-wise oracle,rolling_user_norm,0.0222490609981392
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,CSGR,rolling_user_norm,0.03060078091662
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,Mean-fold minimum,rolling_user_norm,0.03060078091662
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,Latest-fold minimum,rolling_user_norm,0.03060078091662
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,Previous-window winner,rolling_user_norm,0.03060078091662
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,Follow-the-leader,rolling_user_norm,0.03060078091662
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,Global-CQR,rolling_global_norm,0.0408250375867745
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,Segment-CQR,rolling_group_norm,0.0374261964557615
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,User-CQR,rolling_user_norm,0.03060078091662
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,Ex-post best fixed,rolling_user_norm,0.03060078091662
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-01,6,Month-wise oracle,rolling_user_norm,0.03060078091662
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-02,7,CSGR,rolling_user_norm,0.0323119565422624
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-02,7,Mean-fold minimum,rolling_user_norm,0.0323119565422624
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-02,7,Latest-fold minimum,rolling_user_norm,0.0323119565422624
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-02,7,Previous-window winner,rolling_user_norm,0.0323119565422624
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-02,7,Follow-the-leader,rolling_user_norm,0.0323119565422624
